Position,Track Name,Artist,Streams,date,region,id
79,Candy Paint,Post Malone,6497019,2018-03-09--2018-03-16,global,42CeaId2XNlxugDvyqHfDf
80,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,6465685,2018-03-09--2018-03-16,global,1bhUWB0zJMIKr9yVPrkEuI
81,Dusk Till Dawn - Radio Edit,ZAYN,6449498,2018-03-09--2018-03-16,global,1j4kHkkpqZRBwE0A4CN4Yv
82,Jocelyn Flores,XXXTENTACION,6344328,2018-03-09--2018-03-16,global,7m9OqQk4RVRkw9JJdeAw96
83,Narcos,Migos,6327450,2018-03-09--2018-03-16,global,0wbnC9AUenxp613TYaJsGK
84,Machika,J Balvin,6319406,2018-03-09--2018-03-16,global,6MNGxu8MprKGkchUchkJsy
85,BoomTrap Protocol,Logic,6259796,2018-03-09--2018-03-16,global,4fZxGiES1FKbNqJPrI4L3s
86,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,6189544,2018-03-09--2018-03-16,global,0OlnLZY4cmQzT6ZGttvWBM
87,Warm It Up,Logic,6176786,2018-03-09--2018-03-16,global,3W4JFzOQdo5J2Wgt9DFg24
88,changes,XXXTENTACION,6172197,2018-03-09--2018-03-16,global,4PANCoXZX3RaT2D6mqSdEU
89,Mad Love,Sean Paul,6137172,2018-03-09--2018-03-16,global,3soOPBuMK8YMdWnV7xpEyf
90,She Loves Control,Camila Cabello,6109691,2018-03-09--2018-03-16,global,5HwnezK198pJCEj1l2Adjy
91,Wizard Of Oz,Logic,6090443,2018-03-09--2018-03-16,global,2ycWek3FNNVHBhz2TcnOzZ
92,Tip Toe (feat. French Montana),Jason Derulo,6078708,2018-03-09--2018-03-16,global,2z4pcBLQXF2BXKFvd0BuB6
93,Unforgettable,French Montana,6075331,2018-03-09--2018-03-16,global,3B54sVLJ402zGa6Xm4YGNe
94,New Freezer (feat. Kendrick Lamar),Rich The Kid,6068965,2018-03-09--2018-03-16,global,4pYZLpX23Vx8rwDpJCpPTA
95,Solita,Ozuna,6051817,2018-03-09--2018-03-16,global,7rwX0O3RlxqqIjQM8evm5E
96,How Long,Charlie Puth,6042720,2018-03-09--2018-03-16,global,32DGGj6KlNuBr6WaqRxpxi
97,Se Preparó,Ozuna,6035651,2018-03-09--2018-03-16,global,1m69ELEgE6k5ZWsap40ozt
98,1-800-273-8255,Logic,5919937,2018-03-09--2018-03-16,global,5tz69p7tJuGPeMGwNTxYuV
99,Bank Account,21 Savage,5860067,2018-03-09--2018-03-16,global,2fQrGHiQOvpL9UgPvtYy6G
100,Nowadays (feat. Landon Cube),Lil Skies,5830179,2018-03-09--2018-03-16,global,2u7mxWSeoqTXndK5e08jMp
101,I Like Me Better,Lauv,5823840,2018-03-09--2018-03-16,global,1wjzFQodRWrPcQ0AnYnvQ9
102,You Owe Me,The Chainsmokers,5760128,2018-03-09--2018-03-16,global,1USJRpWDFhxwhCajPXBeel
103,Sky Walker (feat. Travis Scott),Miguel,5727940,2018-03-09--2018-03-16,global,5WoaF1B5XIEnWfmb5NZikf
104,Say You Won't Let Go,James Arthur,5710718,2018-03-09--2018-03-16,global,5uCax9HTNlzGybIStD3vDh
105,No Limit,G-Eazy,5667678,2018-03-09--2018-03-16,global,2DQ1ITjI0YoLFzuADN1ZBW
106,Something Just Like This,The Chainsmokers,5666172,2018-03-09--2018-03-16,global,6RUKPb4LETWmmr3iAEQktW
107,PICK IT UP (feat. A$AP Rocky),Famous Dex,5628175,2018-03-09--2018-03-16,global,3ncgNpxLoBQ65ABk4djDyd
108,Me Rehúso,Danny Ocean,5605063,2018-03-09--2018-03-16,global,6De0lHrwBfPfrhorm9q1Xl
109,Sorry Not Sorry,Demi Lovato,5514864,2018-03-09--2018-03-16,global,3m660poUr1chesgkkjQM7P
110,Attention,Charlie Puth,5509481,2018-03-09--2018-03-16,global,4iLqG9SeJSnt0cSPICSjxv
111,State Of Emergency,Logic,5479510,2018-03-09--2018-03-16,global,58cvckETahSOG74RP5WE99
112,LOVE. FEAT. ZACARI.,Kendrick Lamar,5460214,2018-03-09--2018-03-16,global,6PGoSes0D9eUDeeAafB2As
113,Want You Back,5 Seconds of Summer,5459368,2018-03-09--2018-03-16,global,2Pvr8rYuh5J8V7QglJhH6W
114,Location,Khalid,5341713,2018-03-09--2018-03-16,global,152lZdxL1OR0ZMW6KquMif
115,"Top Off (feat. JAY Z, Future & Beyoncé)",DJ Khaled,5318359,2018-03-09--2018-03-16,global,1W6wxOOYyJyyok8fqYSZ3m
116,All Falls Down (feat. Juliander),Alan Walker,5316752,2018-03-09--2018-03-16,global,5yFSF6qQA1rcLsQRnBsZgb
117,Esperándote,Manuel Turizo,5297702,2018-03-09--2018-03-16,global,1nfyE13arjOuO54HH0zmqj
118,Quiero Repetir,Ozuna,5296550,2018-03-09--2018-03-16,global,0MIcPSq9n2z5H8TAfEstri
119,X (with 2 Chainz & Saudi),ScHoolboy Q,5224847,2018-03-09--2018-03-16,global,4LmAnpjlhWTahvRkYR8xJa
120,Mi Gente,J Balvin,5216693,2018-03-09--2018-03-16,global,2rb5MvYT7ZIxbKW5hfcHx8
121,Plain Jane,A$AP Ferg,5105413,2018-03-09--2018-03-16,global,4dVpf9jZjcORqGTLUaeYj9
122,Gucci Gang,Lil Pump,5096845,2018-03-09--2018-03-16,global,43ZyHQITOjhciSUUNPVRHc
123,goosebumps,Travis Scott,5082630,2018-03-09--2018-03-16,global,6gBFPUFcJLzWGx4lenP6h2
124,MotorSport,Migos,5082087,2018-03-09--2018-03-16,global,4wFjTWCunQFKtukqrNijEt
125,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,5075106,2018-03-09--2018-03-16,global,0as7lPxkBPctZ7uVmchRNM
126,More Than You Know,Axwell /\ Ingrosso,5039934,2018-03-09--2018-03-16,global,71bBFbfn2OBK5QwUJSLS44
127,Bartier Cardi (feat. 21 Savage),Cardi B,5031425,2018-03-09--2018-03-16,global,75FDPwaULRdYDn4StFN2rT
128,Whatever It Takes,Imagine Dragons,5030399,2018-03-09--2018-03-16,global,7F3uo3304R2CTvOseU3H7u
129,Powerglide (feat. Juicy J),Rae Sremmurd,4952541,2018-03-09--2018-03-16,global,2yUbCEiaolfSMluDo9RMmG
130,Bounce Out With That FT. YBN Nahmir,DJ A1,4913180,2018-03-09--2018-03-16,global,00gpGR84M27moP7AFuqHIx
131,Báilame - Remix,Nacho,4900006,2018-03-09--2018-03-16,global,3VClLWqNn80Llv0PJOsKgr
132,One Dance,Drake,4899358,2018-03-09--2018-03-16,global,1xznGGDReH1oQq0xzbwXa3
133,Mayores,Becky G,4848959,2018-03-09--2018-03-16,global,7JNh1cfm0eXjqFVOzKLyau
134,El Préstamo,Maluma,4778105,2018-03-09--2018-03-16,global,0QS5rZpm5zN9wV9lJgjyUE
135,Thinking out Loud,Ed Sheeran,4757918,2018-03-09--2018-03-16,global,1Slwb6dOYkBlWal1PGtnNg
136,Getting Over You,Lauv,4733182,2018-03-09--2018-03-16,global,2BNkTvg1kHAAfGvqh56x5a
137,Suena El Dembow,Joey Montana,4711288,2018-03-09--2018-03-16,global,5TysCiZtv1HnSWcTcUFusI
138,Closer,The Chainsmokers,4707992,2018-03-09--2018-03-16,global,7BKLCZ1jbUBVqRi2FVlTVw
139,Bodak Yellow,Cardi B,4695379,2018-03-09--2018-03-16,global,2771LMNxwf62FTAdpJMQfM
140,Lonely Together (feat. Rita Ora),Avicii,4684201,2018-03-09--2018-03-16,global,2OALaHcDdKkjYEpAr0Qzab
141,SUTRA,Sebastian Yatra,4660697,2018-03-09--2018-03-16,global,5TmZYdHW6HJ9gt7Aokuql5
142,BUTTERFLY EFFECT,Travis Scott,4645830,2018-03-09--2018-03-16,global,1yxgsra98r3qAtxqiGZPiX
143,Stargazing,Kygo,4641497,2018-03-09--2018-03-16,global,0Zbbxnx4SGGHoIow4PpISP
144,Déjate Llevar,Juan Magán,4633524,2018-03-09--2018-03-16,global,3xWEI23MLJrD0dpDcDUTW6
145,El Farsante - Remix,Ozuna,4631816,2018-03-09--2018-03-16,global,7uYgVgRSgqluZclLS7wpp4
146,Despacito - Remix,Luis Fonsi,4612732,2018-03-09--2018-03-16,global,5CtI0qwDJkDQGwXD1H1cLb
147,Photograph,Ed Sheeran,4605461,2018-03-09--2018-03-16,global,6fxVffaTuwjgEk5h9QyRjy
148,Fuck Love (feat. Trippie Redd),XXXTENTACION,4602275,2018-03-09--2018-03-16,global,7AQim7LbvFVZJE3O8TYgf2
149,Que Va,Alex Sensation,4598775,2018-03-09--2018-03-16,global,7ofxPmTNMj2GP07g1VZa0O
150,There's Nothing Holdin' Me Back,Shawn Mendes,4545426,2018-03-09--2018-03-16,global,79cuOz3SPQTuFrp8WgftAu
151,Walk It Talk It,Migos,4537498,2018-03-09--2018-03-16,global,6n4U3TlzUGhdSFbUUhTvLP
152,Symphony (feat. Zara Larsson),Clean Bandit,4533416,2018-03-09--2018-03-16,global,1x5sYLZiu9r5E43kMlt9f8
153,That's What I Like,Bruno Mars,4498466,2018-03-09--2018-03-16,global,0KKkJNfGyhkQ5aFogxQAPU
154,Beautiful,Bazzi,4484454,2018-03-09--2018-03-16,global,1OilOIju6R9ia8vilNjChh
155,Go Flex,Post Malone,4459234,2018-03-09--2018-03-16,global,5yuShbu70mtHXY0yLzCQLQ
156,BILLY,6ix9ine,4426694,2018-03-09--2018-03-16,global,7bRRHQelMfrP86QYQlCsAq
157,Vuelve,Daddy Yankee,4424222,2018-03-09--2018-03-16,global,0lJCqIx5BhZtf6QtYI2fbv
158,Strip That Down,Liam Payne,4423038,2018-03-09--2018-03-16,global,6EpRaXYhGOB3fj4V2uDkMJ
159,The Ways (with Swae Lee),Khalid,4418827,2018-03-09--2018-03-16,global,5jyyPsIGM2yqkZN9R3TmvN
160,The Greatest Show,Hugh Jackman,4405177,2018-03-09--2018-03-16,global,43ay9lQZ5rfNcOOHhRF2cM
161,Red Roses (feat. Landon Cube),Lil Skies,4398902,2018-03-09--2018-03-16,global,3ZhTT6yjZwpPph5MIJ53XY
162,Escápate Conmigo (feat. Ozuna),Wisin,4352860,2018-03-09--2018-03-16,global,1KSqYYJFyfTecXFk9M0prc
163,Naked,James Arthur,4324198,2018-03-09--2018-03-16,global,7krbSH3rd8lhIZvuzTV3Bl
164,Robarte un Beso,Carlos Vives,4308231,2018-03-09--2018-03-16,global,0JcNysfWVWaMS7R6vzGB2k
165,Galway Girl,Ed Sheeran,4277298,2018-03-09--2018-03-16,global,0afhq8XCExXpqazXczTSve
166,Issues,Julia Michaels,4260375,2018-03-09--2018-03-16,global,7vu0JkJh0ldukEYbTVcqd0
167,Grandpa's Space Ship,Logic,4248642,2018-03-09--2018-03-16,global,3atCD3dVosUsd3KM2yzfeC
168,Barking,Ramz,4212498,2018-03-09--2018-03-16,global,7amMgNDcObIDkIXv4xcvc2
169,Felices los 4,Maluma,4161165,2018-03-09--2018-03-16,global,0qYTZCo5Bwh1nsUFGZP3zn
170,Passionfruit,Drake,4098284,2018-03-09--2018-03-16,global,5mCPDVBb16L4XQwDdbRUpz
171,Never Enough,Loren Allred,4078997,2018-03-09--2018-03-16,global,0Gl5s8IhMmQE5YQwM8Qx1J
172,Everybody Dies In Their Nightmares,XXXTENTACION,4035477,2018-03-09--2018-03-16,global,3GVkPk8mqxz0itaAriG1L7
173,Redbone,Childish Gambino,4032871,2018-03-09--2018-03-16,global,3kxfsdsCpFgN412fpnW85Y
174,A Million Dreams,Ziv Zaifman,4028132,2018-03-09--2018-03-16,global,0RoA7ObU6phWpqhlC9zH4Z
175,Roll In Peace (feat. XXXTENTACION),Kodak Black,4025328,2018-03-09--2018-03-16,global,40oKW22ZNNkEdZLJTScaQI
176,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,4015421,2018-03-09--2018-03-16,global,3DXncPQOG4VBw3QHh3S817
177,Dreamer,Axwell /\ Ingrosso,3996575,2018-03-09--2018-03-16,global,7hvxMYq9JW5W0vFwiu1Zdr
178,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3995806,2018-03-09--2018-03-16,global,3NdDpSvN911VPGivFlV5d0
179,Wonderwall - Remastered,Oasis,3986737,2018-03-09--2018-03-16,global,5qqabIl2vWzo9ApSC317sa
180,Ahora,J Balvin,3971392,2018-03-09--2018-03-16,global,54OB85nuxYGfl7qRQXuz7c
181,Starboy,The Weeknd,3960400,2018-03-09--2018-03-16,global,5aAx2yezTd8zXrkmtKl66Z
182,Bella y Sensual,Romeo Santos,3959874,2018-03-09--2018-03-16,global,0ERbK7qVqveCaBWIiYCrl3
183,Codeine Dreaming (feat. Lil Wayne),Kodak Black,3946690,2018-03-09--2018-03-16,global,4DTpngLjoHj5gFxEZFeD3J
184,Tell Me You Love Me,Demi Lovato,3944551,2018-03-09--2018-03-16,global,5Htb1uFQ1KrkFXlefS8oGj
185,I Get The Bag (feat. Migos),Gucci Mane,3912859,2018-03-09--2018-03-16,global,1XRgIKC5TPwo7nWGyKqgG0
186,White Iverson,Post Malone,3904575,2018-03-09--2018-03-16,global,6eT7xZZlB2mwyzJ2sUKG6w
187,Leave a Light On,Tom Walker,3884479,2018-03-09--2018-03-16,global,6lOWoTqVnAWXchddtTH31W
188,Mama,Jonas Blue,3880011,2018-03-09--2018-03-16,global,0NiXXAI876aGImAd6rTj8w
189,Mask Off,Future,3860985,2018-03-09--2018-03-16,global,0VgkVdmE4gld66l8iyGjgx
190,Friends (with BloodPop®),Justin Bieber,3859873,2018-03-09--2018-03-16,global,7nZmah2llfvLDiUjm0kiyz
191,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,3836455,2018-03-09--2018-03-16,global,1OAh8uOEOvTDqkKFsKksCi
192,Africa,TOTO,3833063,2018-03-09--2018-03-16,global,2374M0fQpWi3dLnB54qaLX
193,Sanctify,Years & Years,3825064,2018-03-09--2018-03-16,global,7gbpozqwdFoqvv19BTk2hu
194,What About Us,P!nk,3820087,2018-03-09--2018-03-16,global,0Qh38w01QRXK6KHIv0e3hb
195,The Weekend - Funk Wav Remix,SZA,3808529,2018-03-09--2018-03-16,global,0P6AWOA4LG1XOctzaVu5tt
196,Paramedic!,SOB X RBE,3807584,2018-03-09--2018-03-16,global,2tPcTFiQF9MbVUyjZ3zDhA
197,Big Shot (with Travis Scott),Kendrick Lamar,3796022,2018-03-09--2018-03-16,global,5cXg9IQS34FzLVdHhp7hu7
198,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3774841,2018-03-09--2018-03-16,global,7w9bgPAmPTtrkt2v16QWvQ
199,Mr. Brightside,The Killers,3764337,2018-03-09--2018-03-16,global,7oK9VyNzrYvRFo7nQEYkWN
200,Glorious (feat. Skylar Grey),Macklemore,3750856,2018-03-09--2018-03-16,global,0CokSRCu5hZgPxcZBaEzVE
1,God's Plan,Drake,44495999,2018-03-16--2018-03-23,global,2XW4DbS6NddZxRPm5rMCeY
2,Psycho (feat. Ty Dolla $ign),Post Malone,31615651,2018-03-16--2018-03-23,global,65NwOZqoXny4JxqAPlfxRF
3,SAD!,XXXTENTACION,30504985,2018-03-16--2018-03-23,global,3ee8Jmje8o58CHK66QrVC2
4,FRIENDS,Marshmello,25163028,2018-03-16--2018-03-23,global,08bNPGLD8AhKpnnERrAc6G
5,All The Stars (with SZA),Kendrick Lamar,23084758,2018-03-16--2018-03-23,global,3GCdLUSnKSMJhs4Tj6CV3s
6,Look Alive (feat. Drake),BlocBoy JB,22486856,2018-03-16--2018-03-23,global,4qKcDkK6siZ7Jp1Jb4m0aL
7,IDGAF,Dua Lipa,22298666,2018-03-16--2018-03-23,global,76cy1WJvNGJTj78UqeA5zr
8,The Middle,Zedd,21344284,2018-03-16--2018-03-23,global,2ARqIya5NAuvFVHSN3bL0m
9,X,Nicky Jam,21338460,2018-03-16--2018-03-23,global,39N9RPD9MRb5WmoLzNzPeA
10,Mine,Bazzi,20919023,2018-03-16--2018-03-23,global,6tHWl8ows5JOZq9Yfaqn3M
11,These Days,Rudimental,19079770,2018-03-16--2018-03-23,global,5CLGzJsGqhCEECcpnFQA8x
12,Love Lies (with Normani),Khalid,18582900,2018-03-16--2018-03-23,global,45Egmo7icyopuzJN0oMEdk
13,rockstar,Post Malone,17414628,2018-03-16--2018-03-23,global,2U7Hu2RaNQNRi7izoJyZaX
14,Moonlight,XXXTENTACION,16547753,2018-03-16--2018-03-23,global,0JP9xo3adEtGSdUEISiszL
15,Havana (feat. Young Thug),Camila Cabello,15919314,2018-03-16--2018-03-23,global,1rfofaqEpACxVEHIZBJe6W
16,Dura,Daddy Yankee,15851401,2018-03-16--2018-03-23,global,2j2fIJGh4PMdXt9ULI5Tlc
17,Pray For Me (with Kendrick Lamar),The Weeknd,15697399,2018-03-16--2018-03-23,global,4ofvoCdXq99vpMZO4Cfp8x
18,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,14611080,2018-03-16--2018-03-23,global,7iDa6hUg2VgEL1o1HjmfBn
19,Never Be the Same,Camila Cabello,14050977,2018-03-16--2018-03-23,global,4eWQlBRaTjPPUlzacqEeoQ
20,Everyday,Logic,13365077,2018-03-16--2018-03-23,global,4EAV2cKiqKP5UPZmY6dejk
21,Amorfoda,Bad Bunny,12699386,2018-03-16--2018-03-23,global,3ITvHA9zhZZdBJsOsAUegF
22,Stir Fry,Migos,12556560,2018-03-16--2018-03-23,global,2UVbBKQOdFAekPTRsnkzcf
23,Me Niego (feat. Ozuna & Wisin),Reik,12503534,2018-03-16--2018-03-23,global,6jA8JUuPCGYjFcgw0AoM5T
24,New Rules,Dua Lipa,12301341,2018-03-16--2018-03-23,global,2ekn2ttSfGqwhhate0LSR0
25,Échame La Culpa,Luis Fonsi,12184478,2018-03-16--2018-03-23,global,1zsG4eaZmkA1dvjDDsAGLK
26,Freaky Friday (feat. Chris Brown),Lil Dicky,12068117,2018-03-16--2018-03-23,global,10Igtw8bSDyyFs7KIsKngZ
27,changes,XXXTENTACION,11968225,2018-03-16--2018-03-23,global,7AFASza1mXqntmGtbxXprO
28,Finesse - Remix; feat. Cardi B,Bruno Mars,11943234,2018-03-16--2018-03-23,global,3Vo4wInECJQuz9BIBMOu8i
29,River (feat. Ed Sheeran),Eminem,11586917,2018-03-16--2018-03-23,global,5UEnHoDYpsxlfzWLZIc7LD
30,Perfect,Ed Sheeran,11562407,2018-03-16--2018-03-23,global,0tgVpDi06FyKpA1z0VMD4v
31,Sick Boy,The Chainsmokers,11467026,2018-03-16--2018-03-23,global,2JfXj2TERIkHwJpnG9f8uX
32,Bella,Wolfine,11315011,2018-03-16--2018-03-23,global,3xcCix7Jv1Rp90YVmgo35D
33,Wolves,Selena Gomez,11192683,2018-03-16--2018-03-23,global,7EmGUiUaOSGDnUUQUDrOXC
34,I Fall Apart,Post Malone,11024150,2018-03-16--2018-03-23,global,75ZvA4QfFiZvzhj2xkaWAh
35,Like I Do,David Guetta,10814271,2018-03-16--2018-03-23,global,6RnkFd8Fqqgk1Uni8RgqCQ
36,Say Something,Justin Timberlake,10788898,2018-03-16--2018-03-23,global,1LhMopPAallLeaeNutqbgS
37,Ric Flair Drip (& Metro Boomin),Offset,10752719,2018-03-16--2018-03-23,global,7sO5G9EABYOXQKNPNiE9NR
38,Plug Walk,Rich The Kid,10664211,2018-03-16--2018-03-23,global,0gD6lWJhbXHWNVwQziSVvl
39,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,10628959,2018-03-16--2018-03-23,global,51rXHuKN8Loc4sUlKPODgH
40,Shape of You,Ed Sheeran,10612132,2018-03-16--2018-03-23,global,7qiZfU4dY1lWllzX7mPBI3
41,the remedy for a broken heart (why am I so in love),XXXTENTACION,10570630,2018-03-16--2018-03-23,global,4UKCKdYiLN6IMA5ZESUTL7
42,Déjala que vuelva (feat. Manuel Turizo),Piso 21,10232300,2018-03-16--2018-03-23,global,33bnxcjePIkcmNjEFTJX0l
43,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,10207950,2018-03-16--2018-03-23,global,5hM6sP0Gh1jD57drszNueC
44,Heaven,Julia Michaels,9722958,2018-03-16--2018-03-23,global,4QfNOZN7vrQCQKK1ZJ3XPb
45,Let You Down,NF,9628758,2018-03-16--2018-03-23,global,6mrKP2jyIQmM0rw6fQryjr
46,Capital Letters,Hailee Steinfeld,9311570,2018-03-16--2018-03-23,global,3towKHKVOXCCcL1fHv6xFO
47,Downtown,Anitta,9117042,2018-03-16--2018-03-23,global,3Ga6eKrUFf12ouh9Yw3v2D
48,NUMB,XXXTENTACION,9047162,2018-03-16--2018-03-23,global,01TnVDiet1DFTsyWKUKovl
49,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,9008754,2018-03-16--2018-03-23,global,5AEtlRudpgdT5FtNiuly6Y
50,Corazón,Maluma,8937503,2018-03-16--2018-03-23,global,4lESS6vuruP6a79KWRaQou
51,Feel It Still,Portugal. The Man,8879451,2018-03-16--2018-03-23,global,6QgjcU0zLnzq5OrUoSZ3OK
52,Breathe,Jax Jones,8768387,2018-03-16--2018-03-23,global,6tvQzeCPwOytDlBYCIOY0n
53,44 More,Logic,8665147,2018-03-16--2018-03-23,global,3e7Y6sfFlIdBMJhX7wpqVO
54,Síguelo Bailando,Ozuna,8625469,2018-03-16--2018-03-23,global,5Y9fnynLlIvqtM710MHzfz
55,going down!,XXXTENTACION,8440971,2018-03-16--2018-03-23,global,7CkbRn6S0itJqcqn88AtSV
56,Everybody Hates Me,The Chainsmokers,8406890,2018-03-16--2018-03-23,global,3pIigjAWkzwAonXpJ1fmSF
57,Remind Me to Forget,Kygo,8367090,2018-03-16--2018-03-23,global,6xTU6B6nFwKKTSZ9ySXS80
58,Criminal,Natti Natasha,8338341,2018-03-16--2018-03-23,global,6Za3190Sbw39BBC77WSS1C
59,Him & I (with Halsey),G-Eazy,8264890,2018-03-16--2018-03-23,global,5k38wzpLb15YgncyWdTZE4
60,Thunder,Imagine Dragons,8041425,2018-03-16--2018-03-23,global,26gceVsA1ybT8qsX3aYLEn
61,infinity (888) - feat. Joey Bada$$,XXXTENTACION,8039353,2018-03-16--2018-03-23,global,7J2gyNghNTzl4EsLhXp01Q
62,I Miss You (feat. Julia Michaels),Clean Bandit,7933481,2018-03-16--2018-03-23,global,2xmrfQpmS2iJExTlklLoAL
63,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez",XXXTENTACION,7887553,2018-03-16--2018-03-23,global,14boA065HMHWvqyPPEeN4y
64,XO Tour Llif3,Lil Uzi Vert,7869477,2018-03-16--2018-03-23,global,7GX5flRQZVHRAGd6B4TmDO
65,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,7629590,2018-03-16--2018-03-23,global,4QtiVmuA88tPQiCOHZuQ5b
